count,State,Crop_Year,,Crop,Season,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Precipitation_val,Temperature_val,DTR,EVI,FPAR,LAI,NDMI,NDVI,VHI,Yield,Avg_Yield,Yield_Anomaly
119,Goa,2013,,rice,kharif,28330,80114,3642.6,4093401.7,7649.1,2543.647977078954,25.32913589477539,6.007741935,0.331672727,0.368478261,1.419565217,0.53866288,0.5162,0.562515317,2.82,2.59275,0.22725
120,Goa,2014,,rice,kharif,27840,81269,3491.2,4202726.4,9187.2,2332.906087954839,26.007137298583984,7.602285714,0.392481818,0.448478261,1.858695652,0.536835862,0.597790909,0.57813485,2.925,2.59275,0.33225
121,Goa,2015,,rice,kharif,27730,78489,2587.1,4378844.3,9150.9,1521.659063063562,26.65334701538086,6.571875,0.3958,0.464782609,1.904347826,0.527244068,0.616663636,0.592684821,2.83,2.59275,0.23725
122,Goa,2016,,rice,kharif,27630,77109,3266.9,4234297.5,9670.5,1848.7396631253262,25.28810691833496,7.59787234,0.330854545,0.362391304,1.410869565,0.527816666,0.514836364,0.531906407,2.795,2.59275,0.20225
123,Goa,2017,,rice,kharif,27219,71279,2772.5,4285359.36,10343.22,1887.8469854071736,26.598712921142578,5.732727273,0.381336364,0.442826087,1.72826087,0.530080226,0.589772727,0.565136809,2.635,2.59275,0.04225
124,Goa,2018,,rice,kharif,25841,70272,4406,4191410.2,9044.35,2160.0085861869156,26.146350860595703,7.348095238,0.368509091,0.440217391,1.823913043,0.534476383,0.567154545,0.576890668,2.72,2.59275,0.12725
125,Goa,2019,,rice,kharif,24411,60556,4489.5,4192833.36,9032.07,3424.0841867513955,26.157978057861328,6.683125,0.3725,0.399347826,1.604347826,0.542784498,0.566045455,0.548309462,2.475,2.59275,-0.11775
126,Goa,2020,,rice,kharif,NA,NA,NA,NA,NA,2850.358056463301,26.199554443359375,7.307586207,0.374190909,0.387608696,1.506521739,0.541962058,0.566809091,0.564808937,NA,2.59275,NA
127,Gujarat,2000,,rice,kharif,583500,472600,379.7,57282195,151710,403.23518401617656,29.30019732603093,16.33642966,0.188503256,0.286722727,0.679447358,0.591677578,0.29737422,0.37710695,0.8725,1.764877439,-0.892377439
128,Gujarat,2001,,rice,kharif,664000,1028700,666.5,67814320,172640,614.0368269617961,28.87318530525129,14.78418276,0.213987788,0.283702141,0.676378975,0.560802259,0.328256309,0.452656235,1.533571429,1.764877439,-0.23130601
129,Gujarat,2002,,rice,kharif,469000,541700,458.4,44400230,117250,447.2167170570806,29.09155776820232,15.62216504,0.192365672,0.249733764,0.562484873,0.585083434,0.302610719,0.384515412,1.209230769,1.764877439,-0.55564667
130,Gujarat,2003,,rice,kharif,651400,1193200,902.5,64475572,156336,864.2772078920494,28.63796713917526,13.66362061,0.236592809,0.283702141,0.662946139,0.558706558,0.362627951,0.480234223,1.7125,1.764877439,-0.052377439
131,Gujarat,2004,,rice,kharif,665600,1157300,719.8,72111104,139776,689.7317304884394,28.965623993234537,13.3351669,0.212495387,0.26449708,0.602303699,0.567680093,0.333896065,0.446091283,1.730666667,1.764877439,-0.034210772
132,Gujarat,2005,,rice,kharif,648300,1209300,942.4,77744136,136143,877.0673583358375,28.80286022068299,14.00321431,0.22105346,0.268887086,0.625859831,0.568146548,0.342674627,0.453933387,1.843125,1.764877439,0.078247561
133,Gujarat,2006,,rice,kharif,655600,1045200,1056.2,83726676,144232,1030.7171370454057,28.67621340696839,12.42102637,0.219298372,0.278033744,0.643835172,0.551851878,0.346439756,0.481900046,1.601875,1.764877439,-0.163002439
134,Gujarat,2007,,rice,kharif,726000,1376300,1021.6,96848400,116160,940.8065548120725,29.038105580998565,12.88103808,0.247392809,0.302952628,0.719208306,0.545686935,0.384615061,0.501007222,1.8325,1.764877439,0.067622561
135,Gujarat,2008,,rice,kharif,722100,1225500,746.1,103289184,64989,669.5660850557715,28.78483634159483,12.94292641,0.225977476,0.272637897,0.632673589,0.552002533,0.347797422,0.463957517,1.615294118,1.764877439,-0.149583321
136,Gujarat,2009,,rice,kharif,658500,1228400,618,102607470,111945,632.0743293549979,29.305282417385058,13.39475782,0.227460109,0.283601557,0.653277093,0.561922596,0.352982768,0.451151995,1.693529412,1.764877439,-0.071348027
137,Gujarat,2010,,rice,kharif,728300,1423800,1107.5,120977913,174792,1021.4814296477672,29.222948096264368,10.66025691,0.253101085,0.304276444,0.729785853,0.541414335,0.390594573,0.519555324,1.8275,1.764877439,0.062622561
138,Gujarat,2011,,rice,kharif,751300,1521800,890.5,125857776,247929,935.0813005779578,28.999769890445403,11.74400891,0.237543419,0.285476963,0.676378975,0.54416017,0.364861194,0.506505703,1.951666667,1.764877439,0.186789228
139,Gujarat,2012,,rice,kharif,672000,1408100,460.6,101337600,208320,556.2918941194963,28.976495150862068,13.97608826,0.210786431,0.26109669,0.596722907,0.561816254,0.327150204,0.440518497,1.98,1.764877439,0.215122561
140,Gujarat,2013,,rice,kharif,787300,1672585,1006.5,113756977,212571,953.1759587883046,28.618192124640803,11.2527784,0.252995658,0.303585334,0.735561324,0.54681747,0.389293351,0.540697448,1.939411765,1.764877439,0.174534326
141,Gujarat,2014,,rice,kharif,763205,1671308,605.6,115213426.8,251857.65,602.8979945990322,29.759810524425287,11.7574221,0.237382768,0.293841661,0.70366645,0.553164378,0.366717639,0.472192863,1.867368421,1.764877439,0.102490982
142,Gujarat,2015,,rice,kharif,741042,1584355,584.3,117017942.2,244543.86,589.7437882,29.67725170617816,12.20293168,0.23896445,0.295275795,0.697209604,0.560915263,0.36877422,0.4707165,1.895238095,1.764877439,0.130360656
143,Gujarat,2016,,rice,kharif,792207,1808275,710.5,121405722.8,277272.45,640.1931707242674,28.501366626257184,13.0467813,0.229802985,0.282686567,0.682803374,0.557188354,0.353672456,0.476850875,2.0745,1.764877439,0.309622561
144,Gujarat,2017,,rice,kharif,802674,1749613,814.8,126372994.6,305016.12,787.8300195343868,28.59782462284483,12.26346636,0.257720488,0.317238806,0.781018819,0.543481239,0.395019267,0.517627779,2.0375,1.764877439,0.272622561
145,Gujarat,2018,,rice,kharif,809367,1819260,1125.4,131279327.4,283278.45,473.1391529699016,28.937996699892242,14.14151571,0.205456309,0.255376379,0.597436729,0.574331139,0.318121438,0.428554283,2.131,1.764877439,0.366122561
146,Gujarat,2019,,rice,kharif,849599,1821136,1067.8,145927124.2,314351.63,1044.3148043378435,28.999012212643677,10.31395677,0.257552782,0.303277093,0.752693056,0.552477862,0.393845997,0.522190119,1.948571429,1.764877439,0.18369399
147,Gujarat,2020,,rice,kharif,NA,NA,NA,NA,NA,1032.704523140734,29.24927038433908,11.35601986,0.281262822,0.341554186,0.853634004,0.543789171,0.428905156,0.547849037,NA,1.764877439,NA
148,Haryana,2000,,rice,kharif,1054282,2695000,383.7,103498863.9,274113.32,401.91023926553316,28.588504791259766,11.83812982,0.274913333,0.357291216,0.922635702,0.606317466,0.402281818,0.395394169,2.443157895,2.833897682,-0.390739787
149,Haryana,2001,,rice,kharif,1027505,2726000,483.8,104939085.6,267151.3,413.9808572160546,28.25365447998047,11.89198794,0.290092121,0.357405797,0.903478261,0.588569957,0.421364242,0.418300676,2.645555556,2.833897682,-0.188342126
150,Haryana,2002,,rice,kharif,905651,2468000,353.9,85737980.17,226412.75,316.55523699033074,28.9732666,11.46348199,0.254909697,0.32790991,0.752252252,0.622265309,0.374879394,0.372810836,2.495,2.833897682,-0.338897682
151,Haryana,2003,,rice,kharif,1015191,2790000,592.3,100483605.2,243645.84,587.4755784,28.08706283569336,12.19229567,0.3038,0.342,0.847391304,0.596361108,0.438311515,0.425935582,2.733333333,2.833897682,-0.100564349
152,Haryana,2004,,rice,kharif,1024236,3010000,484.6,110965728.2,215089.56,433.65892916126177,28.29138756,10.85653697,0.290731515,0.337550725,0.802753623,0.599014946,0.420007273,0.419635101,2.832777778,2.833897682,-0.001119904
153,Haryana,2005,,rice,kharif,1046588,3194000,516.9,125506833,219783.48,504.7686249637045,28.637271881103516,11.99798973,0.295376364,0.342536232,0.837391304,0.593626871,0.429105455,0.420508018,2.940526316,2.833897682,0.106628634
154,Haryana,2006,,rice,kharif,1042036,3371000,329.3,133078417.6,229247.92,391.6754549071193,28.600797653198242,11.28091585,0.305025455,0.351724638,0.883768116,0.598642581,0.442032727,0.422862656,2.8545,2.833897682,0.020602318
155,Haryana,2007,,rice,kharif,1072545,3606000,443.8,143077503,171607.2,434.11880894587375,28.565189361572266,12.16231245,0.31901697,0.361376812,0.921449275,0.587498184,0.449978788,0.439515938,3.191578947,2.833897682,0.357681265
156,Haryana,2008,,rice,kharif,1211149,3299000,715.6,173242753,109003.41,687.2618135549128,28.237436294555664,10.25259784,0.302432121,0.35742029,0.902173913,0.572792031,0.441066667,0.453241901,2.569,2.833897682,-0.264897682
157,Haryana,2009,,rice,kharif,1206435,3628000,393,187986701.7,205093.95,430.5654425357934,28.888002395629883,11.99035388,0.300985455,0.350608696,0.903043478,0.611342779,0.43035697,0.412040389,2.673809524,2.833897682,-0.160088158
158,Haryana,2010,,rice,kharif,1243281,3465000,639.2,206521406.9,298387.44,711.8861556223128,28.201461791992188,10.90344397,0.309957576,0.349724638,0.89942029,0.588995283,0.446925455,0.440452329,2.561428571,2.833897682,-0.272469111
159,Haryana,2011,,rice,kharif,1234094,3574300,471.5409091,206735426.9,407251.02,667.0376856315415,28.143634796142578,10.84594607,0.320559394,0.37026087,0.978405797,0.582390263,0.461821212,0.454245305,2.63047619,2.833897682,-0.203421492
160,Haryana,2012,,rice,kharif,1206255,3941000,307.9,181903254,373939.05,519.4717408872675,28.357067108154297,12.06133547,0.301451515,0.344275362,0.892753623,0.599032869,0.437071515,0.418406076,3.041,2.833897682,0.207102318
161,Haryana,2013,,rice,kharif,1244000,4041000,452.2,179745560,335880,539.3455916221719,28.03282928466797,10.66253889,0.322808485,0.374,0.999275362,0.580277934,0.46572303,0.453780948,3.112,2.833897682,0.278102318
162,Haryana,2014,,rice,kharif,1277000,3989000,301.3,192775920,421410,328.5646462428849,28.861209869384766,11.25893373,0.302169091,0.358101449,0.925652174,0.595761638,0.439418788,0.423572449,2.9465,2.833897682,0.112602318
163,Haryana,2015,,rice,kharif,1353000,4142000,426.8,213652230,446490,389.51397888804786,28.238040924072266,10.83048101,0.29844,0.357405797,0.922173913,0.589896716,0.441650909,0.430341306,2.963,2.833897682,0.129102318
164,Haryana,2016,,rice,kharif,1384700,4451000,554.7,212205275,484645,391.39859874150716,28.384864807128906,10.62265515,0.319925455,0.374884058,1.023188406,0.577247807,0.462967273,0.455942537,2.9505,2.833897682,0.116602318
165,Haryana,2017,,rice,kharif,1422100,4880000,417.1,223895424,540398,433.8312702,28.04991912841797,10.42703823,0.309942424,0.369811594,0.991884058,0.578141359,0.460228485,0.454503989,3.096190476,2.833897682,0.262292794
166,Haryana,2018,,rice,kharif,1447000,4516000,533.2,234703400,506450,543.6310103700962,28.00305938720703,10.38787199,0.315055758,0.353231884,0.903478261,0.58361409,0.463817576,0.463205562,2.94952381,2.833897682,0.115626128
167,Haryana,2019,,rice,kharif,1558900,5194600,351.8,267756664,576793,385.1775570937898,28.361774444580078,10.17350811,0.332109091,0.378478261,1.062173913,0.59228647,0.480644242,0.460854487,3.048095238,2.833897682,0.214197556
168,Haryana,2020,,rice,kharif,NA,NA,NA,NA,NA,417.63200161163695,28.21957015991211,10.69173922,0.319164848,0.387231884,1.081449275,0.59563782,0.462509697,0.452312963,NA,2.833897682,NA
169,Himachal Pradesh,2000,,rice,kharif,81519,124893,1068.4,8002720.23,21194.94,606.3570381436301,13.36482800935444,11.90359058,0.24025368,0.408311878,1.313264359,0.500499964,0.420370996,0.487222097,1.55,1.561,-0.011
170,Himachal Pradesh,2001,,rice,kharif,80579,137418,918.1,8229533.27,20950.54,598.5550620373534,13.44980179636102,11.57803593,0.242658009,0.406490683,1.311180124,0.589416729,0.422392208,0.494890906,1.654545455,1.561,0.093545455
171,Himachal Pradesh,2002,,rice,kharif,83273,85653,890.8,7883454.91,20818.25,450.03838275490625,13.257978740491366,11.73992015,0.235174892,0.40976834,1.242084942,0.602714849,0.42438961,0.48880224,1.133636364,1.561,-0.427363636
172,Himachal Pradesh,2003,,rice,kharif,81335,120624,1112.6,8050538.3,19520.4,551.4595669115845,13.011057000411185,11.45189505,0.248605195,0.391552795,1.216149068,0.592856593,0.427333766,0.493983245,1.469090909,1.561,-0.091909091
173,Himachal Pradesh,2004,,rice,kharif,79519,109129,939.2,8615088.46,16698.99,590.4013217,12.579666137695312,11.45233653,0.241939394,0.401801242,1.251966874,0.602421562,0.434314719,0.500664195,1.454545455,1.561,-0.106454545
174,Himachal Pradesh,2005,,rice,kharif,79366,112139,1248.1,9517570.72,16666.86,650.7705189889591,13.221984060187088,11.89830129,0.250297403,0.401138716,1.27815735,0.600427852,0.435700433,0.497206626,1.396363636,1.561,-0.164636364
175,Himachal Pradesh,2006,,rice,kharif,79206,123485,1207,10115398.26,17425.32,717.3203485588494,13.301335384971217,11.13932045,0.252419913,0.402215321,1.281780538,0.593228022,0.449128139,0.521066686,1.750909091,1.561,0.189909091
176,Himachal Pradesh,2007,,rice,kharif,78571,121453,1095.4,10481371.4,12571.36,656.6967729137916,13.350577906558389,11.49471701,0.255771429,0.405434783,1.311180124,0.594612491,0.443054545,0.509174702,1.686363636,1.561,0.125363636
177,Himachal Pradesh,2008,,rice,kharif,77709,118277,1357.1,11115495.36,6993.81,906.3188759853181,12.950885973478618,10.55255644,0.244924242,0.395993789,1.266149068,0.600865468,0.428036797,0.499429795,1.6,1.561,0.039
178,Himachal Pradesh,2009,,rice,kharif,76186,105787,969.9,11871302.52,12951.62,587.3537049999362,13.26170509739926,12.0659385,0.241693939,0.411169772,1.323291925,0.616120761,0.430525108,0.485841096,1.484545455,1.561,-0.076454545
179,Himachal Pradesh,2010,,rice,kharif,75426,110238,1319.8,12529012.86,18102.24,1000.368504218561,13.382830971165708,10.5446075,0.247915152,0.391480331,1.21863354,0.609291131,0.435937662,0.516687821,1.561818182,1.561,0.000818182
180,Himachal Pradesh,2011,,rice,kharif,75043,108648,1108.3,12571203.36,24764.19,670.8155239089147,13.518553081311678,10.45740688,0.256904329,0.416118012,1.353933747,0.593884204,0.439866667,0.520985319,1.545454545,1.561,-0.015545455
181,Himachal Pradesh,2012,,rice,kharif,75380,111252,1035,11367304,23367.8,666.7188308031151,13.607463635896382,12.20228783,0.250664935,0.393706004,1.239440994,0.599151592,0.433464069,0.500401604,1.577272727,1.561,0.016272727
182,Himachal Pradesh,2013,,rice,kharif,73139,106899,1216.9,10567854.11,19747.53,1001.5351953022182,13.531919780530428,10.46101745,0.262243723,0.406490683,1.339026915,0.595083944,0.462046753,0.543967606,1.565454545,1.561,0.004454545
183,Himachal Pradesh,2014,,rice,kharif,72380,116365,1019.9,10926484.8,23885.4,567.4493978133327,13.660246196546053,11.52478194,0.250100866,0.420465839,1.360041408,0.595517998,0.443528139,0.505879361,1.72,1.561,0.159
184,Himachal Pradesh,2015,,rice,kharif,71614,114670,1223.2,11308566.74,23632.62,659.0876730913786,13.388591565583882,11.51525417,0.260729437,0.432587992,1.432919255,0.603844515,0.461834199,0.527770069,1.612727273,1.561,0.051727273
185,Himachal Pradesh,2016,,rice,kharif,70855,103557,1373.9,10858528.75,24799.25,669.3266971758321,15.905617161800986,11.24260947,0.259944589,0.418695652,1.367080745,0.565686939,0.458671861,0.519581339,1.559090909,1.561,-0.001909091
186,Himachal Pradesh,2017,,rice,kharif,71613,114785,1182.2,11274750.72,27212.94,756.2779818606612,15.273874383223685,10.81806917,0.25335974,0.414409938,1.34689441,0.581845043,0.441859307,0.514680447,1.618181818,1.561,0.057181818
187,Himachal Pradesh,2018,,rice,kharif,71810,114896,1052.2,11647582,25133.5,905.6437897201823,14.875517192639803,10.95883131,0.250315584,0.391459627,1.247308489,0.60551007,0.435808658,0.519467969,1.623636364,1.561,0.062636364
188,Himachal Pradesh,2019,,rice,kharif,72620,116879,1217.7,12473211.2,26869.4,684.4113361023759,15.943882992393092,10.82296126,0.256923377,0.415269151,1.403830228,0.612709017,0.456906494,0.533615741,1.656363636,1.561,0.095363636
189,Himachal Pradesh,2020,,rice,kharif,NA,NA,NA,NA,NA,559.5181434860355,14.794513903166118,11.61830858,0.260619913,0.438167702,1.472153209,0.604677086,0.455044156,0.510192595,NA,1.561,NA
190,Jammu and Kashmir,2000,,rice,kharif,244051,415342,989.5,23958486.67,63453.26,391.6221824570282,15.499594198690879,12.34155672,0.226267589,0.389539739,1.119752505,0.571891289,0.420673123,0.46068464,1.6,1.904487817,-0.304487817
191,Jammu and Kashmir,2001,,rice,kharif,249830,422298,953.8,25515137.9,64955.8,453.6109854003062,15.407221613703546,11.44741646,0.226629249,0.39084121,1.117391304,0.593243842,0.418199605,0.464033343,1.634166667,1.904487817,-0.27032115
192,Jammu and Kashmir,2002,,rice,kharif,236199,421457,933.2,22360959.33,59049.75,351.78551701838904,15.003441063133446,12.05413629,0.239081423,0.384289072,1.032197415,0.583812792,0.439501581,0.476373305,1.708333333,1.904487817,-0.196154484
193,Jammu and Kashmir,2003,,rice,kharif,259815,504797,1430.3,25716488.7,62355.6,359.61496513316763,14.794027792440879,10.93068431,0.236965613,0.377731569,1.051228733,0.598675378,0.437696838,0.479641343,1.870833333,1.904487817,-0.033654484
194,Jammu and Kashmir,2004,,rice,kharif,250044,492732,1032.1,27089766.96,52509.24,427.05864751177864,14.439918311866554,11.47767878,0.231353755,0.381862004,1.063137996,0.59417642,0.436071937,0.477176183,1.838333333,1.904487817,-0.066154484
195,Jammu and Kashmir,2005,,rice,kharif,259014,556774,1721.8,31060958.88,54392.94,383.89190023352165,14.890194454708615,11.63727096,0.244508696,0.392589792,1.117391304,0.597852329,0.442867984,0.480045663,2.040833333,1.904487817,0.136345516
196,Jammu and Kashmir,2006,,rice,kharif,252516,554258,1786.5,32248818.36,55553.52,655.0439433256114,14.724348738386825,10.76061487,0.233371146,0.375047259,1.060396975,0.591016395,0.437479051,0.485974972,2.060833333,1.904487817,0.156345516
197,Jammu and Kashmir,2007,,rice,kharif,263246,561355,1042.2,35117016.4,42119.36,356.42998222704676,14.63243969066723,11.88586484,0.246467984,0.39305293,1.120226843,0.567990365,0.455159684,0.485568914,1.9745,1.904487817,0.070012183
198,Jammu and Kashmir,2008,,rice,kharif,NA,NA,NA,NA,NA,499.4005502315389,14.650923445418075,10.72817742,0.24718419,0.383771267,1.093289225,0.586059617,0.44343083,0.485976531,NA,1.904487817,NA
199,Jammu and Kashmir,2009,,rice,kharif,259892,500880,751.7,40496371.44,44181.64,547.3544277492407,14.59305881809544,12.21111154,0.224765613,0.380047259,1.073062382,0.607691935,0.418979447,0.456657415,1.859,1.904487817,-0.045487817
200,Jammu and Kashmir,2010,,rice,kharif,261347,507404,1352,43412350.17,62723.28,660.8782463,14.703601734058276,10.72109357,0.244628063,0.380075614,1.064933837,0.596524491,0.448184585,0.497312014,1.874,1.904487817,-0.030487817
201,Jammu and Kashmir,2011,,rice,kharif,262169,544396,887.6,43918550.88,86515.77,447.6871346958183,15.030580262880068,10.76206301,0.247549802,0.395255198,1.143100189,0.59269541,0.449524901,0.494957018,2.0225,1.904487817,0.118012183
202,Jammu and Kashmir,2012,,rice,kharif,261663,545186,1116.7,39458780.4,81115.53,440.18505662498444,14.81667018581081,11.8729389,0.24084664,0.384035917,1.089413989,0.597262064,0.441181028,0.482235884,1.8875,1.904487817,-0.016987817
203,Jammu and Kashmir,2013,,rice,kharif,NA,NA,NA,NA,NA,695.5978630668408,15.041596283783784,10.38089293,0.252719763,0.392041588,1.150850662,0.586166045,0.461475889,0.507185421,NA,1.904487817,NA
204,Jammu and Kashmir,2014,,rice,kharif,275861,344823,1278.4,41643976.56,91034.13,592.1434476498414,14.806868269636825,10.57876039,0.245781423,0.393402647,1.137240076,0.60193867,0.4504083,0.493993178,1.098947368,1.904487817,-0.805540449
205,Jammu and Kashmir,2015,,rice,kharif,304503,646362,1572.6,48084068.73,100485.99,655.2588216018032,14.336742504222974,10.56040418,0.24693083,0.392655955,1.176937618,0.607624269,0.446796838,0.501141755,2.05,1.904487817,0.145512183
206,Jammu and Kashmir,2016,,rice,kharif,283443,572213,902.8,43437639.75,99205.05,416.2769406800335,15.298681310705236,11.32005794,0.255088538,0.405897921,1.188468809,0.562030301,0.468173518,0.494597881,2.0255,1.904487817,0.121012183
207,Jammu and Kashmir,2017,,rice,kharif,273582,663755,1279.1,43072750.08,103961.16,513.4835768056076,14.85930736644848,11.04745498,0.252845059,0.401776938,1.174669187,0.564305699,0.456560079,0.494756482,2.31,1.904487817,0.405512183
208,Jammu and Kashmir,2018,,rice,kharif,262012,615799,1016.3,42498346.4,91704.2,655.3429255894309,14.391311233108109,10.52451992,0.23344664,0.377457467,1.099432892,0.601854073,0.433713834,0.491634838,2.35,1.904487817,0.445512183
209,Jammu and Kashmir,2019,,rice,kharif,280513,587099,1324.1,48180912.88,103789.81,708.2312442076367,14.87538600612331,10.71603477,0.246801186,0.39084121,1.198393195,0.60701644,0.447059684,0.504450069,2.0755,1.904487817,0.171012183
210,Jammu and Kashmir,2020,,rice,kharif,NA,NA,NA,NA,NA,469.2825858,15.439454774598818,11.62457885,0.250958893,0.41942344,1.240926276,0.590338712,0.460001581,0.486372154,NA,1.904487817,NA
211,Jharkhand,2000,,rice,kharif,NA,NA,NA,NA,NA,1178.982417935792,26.865079439603367,10.14147637,0.334023167,0.414554165,1.215293403,0.496710592,0.519684164,0.558381484,NA,2.168194444,NA
212,Jharkhand,2001,,rice,kharif,NA,NA,NA,NA,NA,1261.6733410372758,26.99066162109375,9.104784568,0.325838416,0.412496494,1.202314165,0.491272285,0.506877419,0.587438155,NA,2.168194444,NA
213,Jharkhand,2002,,rice,kharif,NA,NA,NA,NA,NA,1136.7956631382783,27.04595008263221,9.147880819,0.351887683,0.440575414,1.279424586,0.496328673,0.548580352,0.587774857,NA,2.168194444,NA
214,Jharkhand,2003,,rice,kharif,NA,NA,NA,NA,NA,1197.9237701210839,27.034327580378605,9.070223011,0.349689443,0.400259467,1.166339411,0.503246495,0.537043695,0.587009884,NA,2.168194444,NA
215,Jharkhand,2004,,rice,kharif,NA,NA,NA,NA,NA,1155.7859816482435,26.63037109,10.27270378,0.353093548,0.408772791,1.173842917,0.498018376,0.549778006,0.598963606,NA,2.168194444,NA
216,Jharkhand,2005,,rice,kharif,NA,NA,NA,NA,NA,984.8698826697297,27.301537146935097,10.28233932,0.346609677,0.388590463,1.117321178,0.498954493,0.536884164,0.576580404,NA,2.168194444,NA
217,Jharkhand,2006,,rice,kharif,NA,NA,NA,NA,NA,1306.3801181779172,26.915247990534855,8.478127744,0.355534897,0.40684432,1.17286115,0.496706897,0.546782698,0.598306964,NA,2.168194444,NA
218,Jharkhand,2007,,rice,kharif,NA,NA,NA,NA,NA,1434.296451935831,27.058009221003605,9.819467374,0.350970674,0.39898317,1.149368864,0.499221983,0.54791349,0.59485566,NA,2.168194444,NA
219,Jharkhand,2008,,rice,kharif,NA,NA,NA,NA,NA,1290.031149651282,26.764380821814903,9.584486147,0.339055718,0.407335203,1.181767181,0.495941494,0.526295894,0.592342056,NA,2.168194444,NA
220,Jharkhand,2009,,rice,kharif,NA,NA,NA,NA,NA,952.2571935145041,27.72376427283654,9.889470213,0.344802639,0.412496494,1.176157083,0.501968751,0.53462346,0.57288576,NA,2.168194444,NA
221,Jharkhand,2010,,rice,kharif,NA,NA,NA,NA,NA,753.6321014168744,28.206204927884617,9.386342395,0.362184985,0.417286115,1.202314165,0.499097273,0.547409091,0.56642749,NA,2.168194444,NA
222,Jharkhand,2011,,rice,kharif,NA,NA,NA,NA,NA,1206.697170594134,27.033217210036057,9.463861138,0.362022874,0.400399719,1.164165498,0.500740031,0.555020235,0.59614318,NA,2.168194444,NA
223,Jharkhand,2012,,rice,kharif,NA,NA,NA,NA,NA,1071.1473654254985,27.39746094,9.857318433,0.34677478,0.404761571,1.189060309,0.507835771,0.534347801,0.589640611,NA,2.168194444,NA
224,Jharkhand,2013,,rice,kharif,NA,NA,NA,NA,NA,1229.7608248016868,27.06891573392428,8.644919034,0.380028739,0.422342216,1.260939691,0.49712025,0.577614076,0.627181442,NA,2.168194444,NA
225,Jharkhand,2014,,rice,kharif,NA,NA,NA,NA,NA,989.3012461427313,27.480060283954327,9.950954194,0.370160997,0.438485273,1.314165498,0.494729808,0.564176246,0.611153185,NA,2.168194444,NA
226,Jharkhand,2015,,rice,kharif,NA,NA,NA,NA,NA,1020.7744282171703,27.763779860276443,9.898666612,0.368641935,0.430743338,1.278962132,0.487227317,0.566401173,0.585098007,NA,2.168194444,NA
227,Jharkhand,2016,,rice,kharif,NA,NA,NA,NA,NA,1131.8293867346185,26.936964768629807,9.670018177,0.360904399,0.408078541,1.202664797,0.500109375,0.551165103,0.606098342,NA,2.168194444,NA
228,Jharkhand,2017,,rice,kharif,1735411,3421253,1165.7,273223107.8,659456.18,1183.3304158929163,27.037879356971153,9.055786454,0.365208798,0.422987377,1.27454418,0.497787484,0.557997654,0.62007326,2.023333333,2.168194444,-0.144861111
229,Jharkhand,2018,,rice,kharif,1527103,2894101,1222.7,247696106.6,534486.05,859.8894840563432,27.001389723557693,9.951066834,0.349915543,0.415063114,1.218232819,0.498907479,0.537391496,0.586484987,1.817916667,2.168194444,-0.350277777
230,Jharkhand,2019,,rice,kharif,1357726,3612589,1137.8,233203017.8,502358.62,1045.1359211644874,27.376906174879807,9.032513505,0.37497566,0.418169705,1.258906031,0.50384697,0.569622581,0.617884942,2.663333333,2.168194444,0.495138889
231,Jharkhand,2020,,rice,kharif,NA,NA,NA,NA,NA,1061.0235549935069,27.40083430363582,9.408648584,0.383582698,0.434354839,1.309537167,0.498892824,0.580880059,0.63012242,NA,2.168194444,NA
232,Karnataka,2000,,rice,kharif,1120549,2792657,1213.3,110004295.3,291342.74,1035.2442853271962,25.38767972905585,12.08485023,0.27973416,0.320359892,0.899745398,0.518383155,0.445746143,0.564760821,2.357407407,2.518190868,-0.160783461
233,Karnataka,2001,,rice,kharif,1087967,2393946,1002.9,111114069.7,282871.42,879.7453864939118,25.62452730219415,12.15461901,0.24073416,0.323787879,0.90342556,0.519540831,0.382268044,0.537584126,2.154814815,2.518190868,-0.363376053
234,Karnataka,2002,,rice,kharif,1030464,2103709,860.8,97554026.88,257616,733.9675687347587,25.824192777593087,13.2245849,0.262809642,0.323787879,0.92039312,0.525942727,0.427303994,0.523786334,2.035185185,2.518190868,-0.483005683
235,Karnataka,2003,,rice,kharif,944272,2100123,867.6,93464042.56,226625.28,802.2916599,26.15345796625665,12.84401747,0.252074793,0.281956522,0.785606061,0.527610195,0.399798209,0.499126315,2.133333333,2.518190868,-0.384857535
236,Karnataka,2004,,rice,kharif,1055061,2627561,1117.7,114305308.7,221562.81,896.0886088903013,25.42558905418883,11.51854449,0.290994215,0.324426877,0.90342556,0.521371455,0.457214876,0.571533412,2.37,2.518190868,-0.148190868
237,Karnataka,2005,,rice,kharif,1075993,2770413,1316.2,129033080.6,225958.53,1208.4756109251787,25.373249459773938,12.03574809,0.287227273,0.310039526,0.861758893,0.519500538,0.45263843,0.588243839,2.50962963,2.518190868,-0.008561238
238,Karnataka,2006,,rice,kharif,1066981,2723038,1146.3,136264143.5,234735.82,1041.8264419003538,25.65138913272472,11.20747023,0.287595455,0.303458498,0.843280632,0.52275064,0.450997658,0.559362528,2.428148148,2.518190868,-0.09004272
239,Karnataka,2007,,rice,kharif,1051466,2791181,1323.3,140265564.4,168234.56,1184.6233156417545,25.330122015449437,12.67879281,0.28713416,0.308083004,0.839920949,0.519269602,0.44477562,0.586631581,2.567586207,2.518190868,0.049395339
